date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:36:18	2509/2509	---M-Z	200	added ('OK')	text/xml	date:Fri,%2003%20Mar%202023%2018:36:08%20GMT	https://3x-income.com/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2F3x-income.com%2F&format=xml	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/indexda32.php	(from https://3x-income.com/)
12:36:18	12430/12430	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Mar%202019%2008:58:09%20GMT	https://3x-income.com/wp-content/uploads/2019/03/pay-bitcoin-9-779578-100x100.png	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-content/uploads/2019/03/pay-bitcoin-9-779578-100x100.png	(from https://3x-income.com/)
12:36:19	32022/32022	---M--	200	added ('OK')	image/png	date:Fri,%2015%20Mar%202019%2008:58:09%20GMT	https://3x-income.com/wp-content/uploads/2019/03/pay-bitcoin-9-779578.png	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-content/uploads/2019/03/pay-bitcoin-9-779578.png	(from https://3x-income.com/)
12:36:19	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2018:36:09%20GMT	https://3x-income.com/trip/wp-content/uploads/2019/03/cropped-Cryptocurrency-2.jpg	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/trip/wp-content/uploads/2019/03/cropped-Cryptocurrency-2.jpg	(from https://3x-income.com/)
12:36:19	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2018:36:10%20GMT	https://3x-income.com/trip/wp-content/uploads/2019/03/Reg_Certificate-212x300.jpg	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/trip/wp-content/uploads/2019/03/Reg_Certificate-212x300.jpg	(from https://3x-income.com/)
12:36:20	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2018:36:10%20GMT	https://3x-income.com/trip/wp-content/uploads/2019/03/procesory.jpg	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/trip/wp-content/uploads/2019/03/procesory.jpg	(from https://3x-income.com/)
12:36:20	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2018:36:10%20GMT	https://3x-income.com/trip/wp-content/uploads/2019/03/Untitled-1024x678.jpg	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/trip/wp-content/uploads/2019/03/Untitled-1024x678.jpg	(from https://3x-income.com/)
12:36:20	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2018:36:11%20GMT	https://3x-income.com/trip/wp-content/uploads/2019/03/qr.png	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/trip/wp-content/uploads/2019/03/qr.png	(from https://3x-income.com/)
12:36:21	91106/91106	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Mar%202022%2013:41:37%20GMT	https://3x-income.com/wp-content/uploads/2022/03/2021plans.jpg	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-content/uploads/2022/03/2021plans.jpg	(from https://3x-income.com/)
12:36:22	59016/59016	---M-Z	200	added ('OK')	text/css	date:Wed,%2003%20Mar%202021%2021:16:22%20GMT	https://3x-income.com/wp-includes/css/dashicons.min.css?ver=6.1.1	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-includes/css/dashicons.min6a4d.css	(from https://3x-income.com/)
12:36:22	16779/16779	---M-Z	200	added ('OK')	text/css	date:Thu,%2002%20Mar%202023%2008:33:42%20GMT	https://3x-income.com/wp-content/plugins/ninja-forms/assets/css/display-structure.css?ver=6.1.1	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-content/plugins/ninja-forms/assets/css/display-structure6a4d.css	(from https://3x-income.com/)
12:36:22	13397/13397	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2002%20Mar%202023%2008:33:06%20GMT	https://3x-income.com/wp-content/plugins/google-language-translator/js/scripts.js?ver=6.0.18	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-content/plugins/google-language-translator/js/scriptsd2fe.js	(from https://3x-income.com/)
12:36:23	0/0	---M--	301	error ('Moved%20Permanently')	application/binary	date:Fri,%2003%20Mar%202023%2018:36:13%20GMT	http://translate.google.com/translate_a/element.js?cb=GoogleLanguageTranslatorInit	C:/Users/julia/OneDrive/Documentos/3x/translate.google.com/translate_a/element.1fcd15.delayed	(from https://3x-income.com/)
12:36:23	79706/79706	---MC-	200	added ('OK')	text/javascript	date:Fri,%2003%20Mar%202023%2018:36:14%20GMT	https://translate.google.com/translate_a/element.js?cb=GoogleLanguageTranslatorInit	C:/Users/julia/OneDrive/Documentos/3x/translate.google.com/translate_a/elementcd15.js	(from https://3x-income.com/)
12:36:24	2981/2981	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2008%20Apr%202022%2020:07:18%20GMT	https://3x-income.com/wp-includes/js/comment-reply.min.js?ver=6.1.1	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-includes/js/comment-reply.min6a4d.js	(from https://3x-income.com/)
12:36:24	18833/18833	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2002%20Mar%202023%2008:26:40%20GMT	https://3x-income.com/wp-includes/js/underscore.min.js?ver=1.13.4	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-includes/js/underscore.mind584.js	(from https://3x-income.com/)
12:36:24	23848/23848	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2002%20Mar%202023%2008:26:43%20GMT	https://3x-income.com/wp-includes/js/backbone.min.js?ver=1.4.1	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-includes/js/backbone.min330a.js	(from https://3x-income.com/)
12:36:25	64170/64170	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2002%20Mar%202023%2008:33:45%20GMT	https://3x-income.com/wp-content/plugins/ninja-forms/assets/js/min/front-end-deps.js?ver=3.6.19	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-content/plugins/ninja-forms/assets/js/min/front-end-deps5030.js	(from https://3x-income.com/)
12:36:25	100049/100049	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2002%20Mar%202023%2008:33:45%20GMT	https://3x-income.com/wp-content/plugins/ninja-forms/assets/js/min/front-end.js?ver=3.6.19	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-content/plugins/ninja-forms/assets/js/min/front-end5030.js	(from https://3x-income.com/)
12:36:26	134/134	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2003%20Mar%202023%2018:36:17%20GMT	http://code.tidio.co/n4skz3ptpnuo690aay2neq7tonurcqlh.js	C:/Users/julia/OneDrive/Documentos/3x/code.tidio.co/n4skz3ptpnuo690aay2neq7tonurcqlh.26.delayed	(from https://3x-income.com/)
12:36:30	51518/51518	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Mar%202023%2008:33:06%20GMT	https://3x-income.com/wp-content/plugins/google-language-translator/images/flags20.png	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-content/plugins/google-language-translator/images/flags20.png	(from https://3x-income.com/wp-content/plugins/google-language-translator/css/style.css?ver=6.0.18)
12:36:31	42054/42054	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Mar%202023%2008:33:06%20GMT	https://3x-income.com/wp-content/plugins/google-language-translator/images/flags18.png	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-content/plugins/google-language-translator/images/flags18.png	(from https://3x-income.com/wp-content/plugins/google-language-translator/css/style.css?ver=6.0.18)
12:36:31	37353/37353	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Mar%202023%2008:33:06%20GMT	https://3x-income.com/wp-content/plugins/google-language-translator/images/flags16.png	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-content/plugins/google-language-translator/images/flags16.png	(from https://3x-income.com/wp-content/plugins/google-language-translator/css/style.css?ver=6.0.18)
12:36:31	54996/54996	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Mar%202023%2008:33:06%20GMT	https://3x-income.com/wp-content/plugins/google-language-translator/images/flags.png	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-content/plugins/google-language-translator/images/flags.png	(from https://3x-income.com/wp-content/plugins/google-language-translator/css/style.css?ver=6.0.18)
12:36:32	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20May%202020%2014:30:24%20GMT	https://3x-income.com/wp-content/themes/web-development/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-content/themes/web-development/assets/fonts/fontawesome-webfont3e6e.eot	(from https://3x-income.com/wp-content/themes/web-development/assets/css/font-awesome.css?ver=6.1.1)
12:36:33	77160/77160	---M--	200	added ('OK')	font/woff2	date:Tue,%2019%20May%202020%2014:30:24%20GMT	https://3x-income.com/wp-content/themes/web-development/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-content/themes/web-development/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://3x-income.com/wp-content/themes/web-development/assets/css/font-awesome.css?ver=6.1.1)
12:36:33	98024/98024	---M--	200	added ('OK')	font/woff	date:Tue,%2019%20May%202020%2014:30:24%20GMT	https://3x-income.com/wp-content/themes/web-development/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-content/themes/web-development/assets/fonts/fontawesome-webfont3e6e.woff	(from https://3x-income.com/wp-content/themes/web-development/assets/css/font-awesome.css?ver=6.1.1)
12:36:34	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Tue,%2019%20May%202020%2014:30:24%20GMT	https://3x-income.com/wp-content/themes/web-development/assets/fonts/fontawesome-webfont.eot?	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-content/themes/web-development/assets/fonts/fontawesome-webfontd41d.eot	(from https://3x-income.com/wp-content/themes/web-development/assets/css/font-awesome.css?ver=6.1.1)
12:36:34	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2018:36:24%20GMT	https://3x-income.com/wp-content/themes/web-development/assets/fonts/glyphicons-halflings-regular.eot	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-content/themes/web-development/assets/fonts/glyphicons-halflings-regular.eot	(from https://3x-income.com/wp-content/themes/web-development/assets/css/bootstrap.css?ver=6.1.1)
12:36:34	444379/444379	---M-Z	200	added ('OK')	image/svg+xml	date:Tue,%2019%20May%202020%2014:30:24%20GMT	https://3x-income.com/wp-content/themes/web-development/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-content/themes/web-development/assets/fonts/fontawesome-webfont3e6e.svg	(from https://3x-income.com/wp-content/themes/web-development/assets/css/font-awesome.css?ver=6.1.1)
12:36:34	165548/165548	---M--	200	added ('OK')	font/ttf	date:Tue,%2019%20May%202020%2014:30:24%20GMT	https://3x-income.com/wp-content/themes/web-development/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-content/themes/web-development/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://3x-income.com/wp-content/themes/web-development/assets/css/font-awesome.css?ver=6.1.1)
12:36:34	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2018:36:25%20GMT	https://3x-income.com/wp-content/themes/web-development/assets/fonts/glyphicons-halflings-regular.eot?	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-content/themes/web-development/assets/fonts/glyphicons-halflings-regulard41d.eot	(from https://3x-income.com/wp-content/themes/web-development/assets/css/bootstrap.css?ver=6.1.1)
12:36:34	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2018:36:25%20GMT	https://3x-income.com/wp-content/themes/web-development/assets/fonts/glyphicons-halflings-regular.woff2	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-content/themes/web-development/assets/fonts/glyphicons-halflings-regular.woff2	(from https://3x-income.com/wp-content/themes/web-development/assets/css/bootstrap.css?ver=6.1.1)
12:36:34	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2018:36:25%20GMT	https://3x-income.com/wp-content/themes/web-development/assets/fonts/glyphicons-halflings-regular.woff	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-content/themes/web-development/assets/fonts/glyphicons-halflings-regular.woff	(from https://3x-income.com/wp-content/themes/web-development/assets/css/bootstrap.css?ver=6.1.1)
12:36:35	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2018:36:25%20GMT	https://3x-income.com/wp-content/themes/web-development/assets/fonts/glyphicons-halflings-regular.ttf	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-content/themes/web-development/assets/fonts/glyphicons-halflings-regular.ttf	(from https://3x-income.com/wp-content/themes/web-development/assets/css/bootstrap.css?ver=6.1.1)
12:36:35	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2018:36:26%20GMT	https://3x-income.com/wp-content/themes/web-development/assets/fonts/glyphicons-halflings-regular.svg	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-content/themes/web-development/assets/fonts/glyphicons-halflings-regular.svg	(from https://3x-income.com/wp-content/themes/web-development/assets/css/bootstrap.css?ver=6.1.1)
12:36:35	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2003%20Mar%202023%2018:36:26%20GMT	https://3x-income.com/wp-content/themes/web-development/assets/css/owl.video.play.png	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-content/themes/web-development/assets/css/owl.video.play.png	(from https://3x-income.com/wp-content/themes/web-development/assets/css/owl.carousel.css?ver=6.1.1)
12:36:36	56564/56564	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2017%20Jul%202020%2017:11:03%20GMT	https://3x-income.com/wp-includes/fonts/dashicons.eot?99ac726223c749443b642ce33df8b800	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-includes/fonts/dashicons7d4b.eot	(from https://3x-income.com/wp-includes/css/dashicons.min.css?ver=6.1.1)
12:36:37	310/310	---M--	200	added ('OK')	image/png	date:Thu,%2002%20Mar%202023%2008:33:43%20GMT	https://3x-income.com/wp-content/plugins/ninja-forms/assets/img/help-info.png	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-content/plugins/ninja-forms/assets/img/help-info.png	(from https://3x-income.com/wp-content/plugins/ninja-forms/assets/css/display-structure.css?ver=6.1.1)
12:36:37	56392/56392	---M--	200	added ('OK')	font/ttf	date:Fri,%2017%20Jul%202020%2017:11:03%20GMT	https://3x-income.com/wp-includes/fonts/dashicons.ttf?99ac726223c749443b642ce33df8b800	C:/Users/julia/OneDrive/Documentos/3x/3x-income.com/wp-includes/fonts/dashicons7d4b.ttf	(from https://3x-income.com/wp-includes/css/dashicons.min.css?ver=6.1.1)
